open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1733861880000,96110.20,96269.20,96070.10,96159.10,451.984,1733862059999,43476249.27300,10548,298.943,28756698.76750,0
1733862060000,96158.80,96396.40,96135.60,96334.90,753.702,1733862239999,72586413.27170,13646,567.090,54617114.85620,0
1733862240000,96334.90,96383.70,96265.60,96300.00,305.325,1733862419999,29412961.94300,7474,116.441,11217479.16480,0
1733862420000,96300.10,96474.90,96293.40,96451.00,386.330,1733862599999,37235877.49120,8632,257.619,24833837.57990,0
1733862600000,96451.00,96499.90,96157.70,96280.60,910.150,1733862779999,87685002.32930,13714,326.737,31483002.52190,0
1733862780000,96280.70,96384.60,96256.70,96374.60,390.159,1733862959999,37586971.60970,8966,268.138,25832232.96880,0
1733862960000,96374.70,96435.40,96288.10,96293.30,296.538,1733863139999,28573104.97260,8016,152.469,14692718.96430,0
1733863140000,96293.00,96509.40,96219.10,96475.10,656.472,1733863319999,63263587.18250,10872,367.967,35465454.84290,0
1733863320000,96475.10,96480.80,96337.90,96390.20,257.966,1733863499999,24871098.90040,6463,90.486,8724860.93330,0
1733863500000,96390.20,96491.10,96262.00,96491.00,354.099,1733863679999,34118091.78680,7809,170.557,16435861.93050,0
1733863680000,96491.00,96725.00,96454.00,96599.60,672.933,1733863859999,65003514.90150,13348,372.258,35962558.71330,0
1733863860000,96599.60,96642.90,96475.50,96634.00,284.895,1733864039999,27506865.59240,8001,134.242,12961250.55610,0
1733864040000,96634.00,96634.00,96376.80,96423.60,441.687,1733864219999,42615874.69450,9538,174.688,16857005.89320,0
1733864220000,96423.50,96556.20,96278.50,96432.30,1161.876,1733864399999,111994241.82090,14294,742.190,71544154.47900,0
1733864400000,96437.60,96613.50,96390.50,96572.40,415.161,1733864579999,40059263.15170,10017,229.483,22143545.17160,0
1733864580000,96572.50,96626.90,96498.80,96589.50,342.937,1733864759999,33113232.67060,8107,185.874,17948824.33710,0
1733864760000,96589.50,96733.70,96589.40,96721.70,574.626,1733864939999,55557599.96040,10272,287.168,27765644.38590,0
1733864940000,96721.60,96721.60,96457.80,96565.40,394.555,1733865119999,38102534.34670,9089,163.667,15801710.14810,0
1733865120000,96566.00,96764.40,96565.90,96708.20,313.549,1733865299999,30319752.55380,8578,210.272,20333161.82810,0
1733865300000,96708.20,96799.90,96540.90,96557.90,444.681,1733865479999,42997343.14090,10469,214.655,20758240.61850,0
1733865480000,96557.90,96576.30,96454.00,96468.90,254.256,1733865659999,24539505.28390,7328,113.671,10971419.76530,0
1733865660000,96469.00,96537.20,96426.00,96481.90,216.560,1733865839999,20891684.60320,6417,111.289,10735972.37400,0
1733865840000,96481.90,96705.80,96456.60,96693.30,239.422,1733866019999,23127267.36890,6916,163.378,15784657.76000,0
1733866020000,96693.20,97003.50,96693.20,96944.00,1327.831,1733866199999,128687141.94400,18285,867.981,84119930.02590,0
1733866200000,96944.90,97238.90,96944.90,97196.30,1290.707,1733866379999,125339706.43270,21539,849.324,82482110.44170,0
1733866380000,97196.30,97196.30,96950.20,97022.50,535.316,1733866559999,51960430.89720,12071,205.045,19904322.74070,0
1733866560000,97022.50,97039.90,96757.70,96910.60,540.463,1733866739999,52372523.66810,11057,159.096,15420712.36980,0
1733866740000,96910.60,96984.80,96650.80,96650.80,658.275,1733866919999,63704855.59120,9983,251.192,24310304.55400,0
1733866920000,96650.80,96731.80,96625.00,96684.60,249.858,1733867099999,24154818.57140,7122,109.483,10583975.43530,0
1733867100000,96684.70,96830.30,96684.70,96830.20,273.479,1733867279999,26459155.65560,6958,199.094,19262613.79400,0
1733867280000,96830.20,96918.00,96767.20,96834.70,197.155,1733867459999,19093735.28430,6324,109.731,10626972.95130,0
1733867460000,96834.80,96953.70,96752.60,96926.30,198.886,1733867639999,19266429.12350,6055,80.859,7833960.44180,0
1733867640000,96926.20,97074.70,96894.70,96949.60,350.807,1733867819999,34027876.93630,8281,232.386,22540323.40470,0
1733867820000,96949.60,96964.70,96759.90,96870.60,222.028,1733867999999,21507863.71500,7199,63.263,6127070.07290,0
1733868000000,96870.60,97095.30,96809.30,97081.50,357.662,1733868179999,34688497.84980,8942,184.888,17935270.40810,0
1733868180000,97081.50,97103.30,97026.10,97066.70,201.198,1733868359999,19531165.06910,6210,88.785,8618925.85760,0
1733868360000,97066.70,97099.10,96888.30,96988.60,190.037,1733868539999,18435206.34270,5945,60.233,5843220.02570,0
1733868540000,96988.60,97023.60,96810.60,96810.60,269.382,1733868719999,26107286.03760,6090,83.527,8095788.29650,0
1733868720000,96810.60,96817.20,96647.90,96806.80,350.022,1733868899999,33855623.03510,7613,130.417,12614881.54050,0
1733868900000,96806.90,96838.20,96675.80,96693.10,241.952,1733869079999,23409255.73060,5912,102.499,9916850.92640,0
1733869080000,96693.20,96731.30,96627.70,96724.30,139.960,1733869259999,13529365.25080,4083,62.555,6047082.16840,0
1733869260000,96724.30,96777.00,96595.10,96732.00,241.935,1733869439999,23389072.89100,5308,131.595,12720859.30750,0
1733869440000,96731.90,96750.00,96627.80,96663.60,127.535,1733869619999,12332179.13260,3904,40.991,3963323.27110,0
1733869620000,96663.60,96821.00,96639.90,96821.00,117.589,1733869799999,11374438.96140,3863,81.768,7910292.68390,0
1733869800000,96821.50,96888.00,96769.70,96887.90,175.395,1733869979999,16984104.07310,5188,108.339,10490924.00980,0
1733869980000,96888.00,97088.00,96887.90,97048.10,345.348,1733870159999,33498996.97610,8209,225.807,21900451.56050,0
1733870160000,97048.10,97069.40,96854.00,96854.10,125.405,1733870339999,12157041.37780,4020,39.020,3782935.22390,0
1733870340000,96854.00,96904.80,96733.70,96751.40,134.665,1733870519999,13038558.06560,4380,38.358,3714013.12550,0
1733870520000,96751.40,96762.70,96712.90,96717.70,82.806,1733870699999,8011268.68140,2679,37.446,3622843.89910,0
1733870700000,96717.70,96819.10,96708.20,96774.60,95.571,1733870879999,9248508.24070,3145,39.954,3866376.82880,0
1733870880000,96774.60,96906.00,96774.50,96892.60,94.099,1733871059999,9115113.18160,2781,38.339,3712850.17920,0
1733871060000,96892.50,96910.20,96836.60,96872.10,66.899,1733871239999,6480433.44790,2583,30.565,2960937.93950,0
1733871240000,96872.10,96886.00,96778.80,96790.70,120.453,1733871419999,11664668.47700,2697,39.226,3799117.24060,0
1733871420000,96790.70,96920.00,96790.60,96849.70,65.281,1733871599999,6323867.39280,3140,34.486,3340463.92840,0
1733871600000,96849.70,97068.30,96849.70,97068.30,261.581,1733871779999,25365093.61900,5699,197.177,19118312.02210,0
1733871780000,97068.30,97147.70,97034.40,97107.70,348.139,1733871959999,33804174.23310,7027,218.985,21263856.84590,0
1733871960000,97107.70,97129.20,96989.10,97016.50,229.166,1733872139999,22244763.42930,4432,83.319,8086615.21450,0
1733872140000,97016.50,97027.40,96917.10,96939.40,197.844,1733872319999,19185600.38390,4429,43.789,4245999.76710,0
1733872320000,96939.40,97035.10,96791.30,96823.70,212.318,1733872499999,20580667.57580,5906,116.760,11321751.59540,0
1733872500000,96823.70,96966.80,96823.70,96895.20,188.906,1733872679999,18307586.02260,4950,76.636,7426714.29590,0
1733872680000,96895.10,97099.00,96895.10,97005.00,242.684,1733872859999,23536156.90400,4404,191.100,18530644.36680,0
1733872860000,97004.90,97005.30,96917.40,96918.40,124.600,1733873039999,12081479.34830,3227,57.971,5620785.19630,0
1733873040000,96918.30,96981.70,96887.80,96981.70,83.479,1733873219999,8090681.43300,2772,47.286,4583250.99970,0
1733873220000,96981.60,97020.00,96959.30,96988.80,71.464,1733873399999,6931482.48590,2682,30.175,2926627.99080,0
1733873400000,96988.80,97018.80,96881.40,97018.80,162.192,1733873579999,15724672.77290,4727,71.519,6933737.45490,0
1733873580000,97018.70,97114.40,96950.10,97100.50,154.474,1733873759999,14991644.00990,4813,85.812,8327785.30350,0
1733873760000,97100.60,97100.60,96905.90,96920.40,116.049,1733873939999,11252397.25280,4287,39.520,3832068.43370,0
1733873940000,96920.50,96930.90,96783.60,96798.90,200.920,1733874119999,19457783.51730,6004,55.917,5415260.69860,0
1733874120000,96798.80,96821.40,96625.00,96673.80,365.953,1733874299999,35384728.09420,8997,121.679,11764436.82160,0
1733874300000,96673.70,96725.00,96409.50,96597.60,1295.943,1733874479999,125127788.06790,18988,520.915,50300471.86680,0
1733874480000,96597.50,96647.30,96500.50,96506.10,365.260,1733874659999,35275814.32550,7065,214.381,20704201.95530,0
1733874660000,96506.20,96661.70,96506.10,96644.70,450.988,1733874839999,43565119.14630,6401,324.329,31328558.89970,0
1733874840000,96644.60,96686.30,96557.90,96686.20,496.302,1733875019999,47953464.70370,6550,301.518,29132258.52180,0
1733875020000,96686.30,96722.00,96577.10,96602.40,218.401,1733875199999,21107692.30430,4652,111.114,10738203.15870,0
1733875200000,96602.30,96651.40,96497.70,96567.00,461.258,1733875379999,44549665.82450,7884,229.579,22175627.43250,0
1733875380000,96565.30,96794.40,96548.30,96777.00,389.970,1733875559999,37708946.10740,7162,287.808,27830059.76540,0
1733875560000,96777.10,96779.20,96638.70,96779.20,301.514,1733875739999,29156868.37240,6864,122.461,11841898.05770,0
1733875740000,96779.20,96819.10,96717.20,96777.00,389.563,1733875919999,37701705.58510,6956,189.435,18334239.15290,0
1733875920000,96777.00,96856.90,96757.00,96757.00,198.921,1733876099999,19259303.67030,4090,85.323,8261304.11480,0
1733876100000,96757.10,96784.40,96509.00,96528.60,315.818,1733876279999,30509931.25850,7667,109.719,10597788.37040,0
1733876280000,96528.70,96744.50,96504.50,96744.40,332.831,1733876459999,32149961.16800,5928,252.529,24394288.59120,0
1733876460000,96744.50,96744.50,96504.50,96504.60,356.972,1733876639999,34507298.45670,7449,159.451,15415061.76800,0
1733876640000,96504.50,96509.40,96300.70,96369.40,731.021,1733876819999,70458105.95240,12886,307.313,29617760.16250,0
1733876820000,96369.30,96450.00,96278.20,96306.00,565.629,1733876999999,54500745.47420,9674,186.937,18012644.11310,0
1733877000000,96306.10,96417.80,96278.20,96368.60,757.270,1733877179999,72954571.97520,12194,238.505,22977627.66990,0
1733877180000,96368.60,96413.00,96105.40,96252.90,906.770,1733877359999,87271123.08560,15221,296.086,28494146.28220,0
1733877360000,96252.90,96263.20,96115.40,96133.80,341.378,1733877539999,32837245.87440,8517,190.408,18315969.51300,0
1733877540000,96133.80,96200.00,96001.00,96031.20,703.539,1733877719999,67603593.97020,12293,239.507,23015520.45940,0
1733877720000,96031.10,96090.30,95809.50,95898.70,1436.655,1733877899999,137859334.34060,16400,383.366,36781302.57060,0
1733877900000,95898.60,96165.60,95838.00,96162.50,781.985,1733878079999,75086004.86080,16044,537.266,51587226.54270,0
1733878080000,96162.60,96230.70,96056.90,96120.50,584.524,1733878259999,56192692.48930,10806,406.049,39035538.07510,0
1733878260000,96119.70,96423.70,96099.30,96360.30,545.425,1733878439999,52529787.83200,10940,356.940,34374084.11130,0
1733878440000,96360.30,96520.80,96297.60,96463.80,772.434,1733878619999,74478172.82210,14060,415.062,40017427.99610,0
1733878620000,96463.70,96507.30,96327.70,96411.50,246.092,1733878799999,23723481.23380,7236,120.947,11659150.75040,0
1733878800000,96411.50,96411.50,96055.10,96069.90,509.407,1733878979999,49012982.34130,11986,177.761,17109392.99150,0
1733878980000,96069.90,96318.20,96063.90,96296.20,336.584,1733879159999,32377013.49490,10060,221.853,21342716.54240,0
1733879160000,96296.20,96398.00,96110.40,96110.50,347.692,1733879339999,33473973.35180,8749,167.281,16111339.15000,0
1733879340000,96110.40,96183.40,96038.60,96074.90,373.338,1733879519999,35884799.93230,9787,158.469,15231747.63410,0
1733879520000,96076.10,96297.10,96076.10,96199.50,222.874,1733879699999,21441966.88990,7557,150.273,14456088.26390,0
1733879700000,96199.40,96407.10,96165.60,96360.00,268.611,1733879879999,25864199.76670,8449,154.311,14859084.02180,0
1733879880000,96360.00,96644.90,96351.30,96480.00,484.229,1733880059999,46751066.16040,10454,342.132,33032007.70200,0
1733880060000,96480.00,96572.60,96310.10,96331.00,332.782,1733880239999,32079527.42990,9821,168.461,16238743.50870,0
1733880240000,96330.90,96416.20,96050.10,96061.60,444.364,1733880419999,42749970.93410,12492,170.560,16410825.42820,0
1733880420000,96061.60,96109.10,95882.30,95914.90,778.866,1733880599999,74764748.75240,16929,283.732,27236568.93910,0
1733880600000,95914.90,96160.00,95914.90,96148.10,361.428,1733880779999,34717331.14550,10719,215.456,20693404.69760,0
1733880780000,96148.10,96256.70,96148.00,96167.40,274.916,1733880959999,26451072.75130,8488,181.178,17432606.08820,0
1733880960000,96167.40,96437.40,96159.60,96435.70,263.592,1733881139999,25398562.22130,7487,166.396,16032447.84940,0
1733881140000,96435.70,96480.00,96291.60,96364.00,292.914,1733881319999,28242644.36550,7889,163.443,15760499.82890,0
1733881320000,96364.50,96422.00,96032.20,96061.60,281.624,1733881499999,27088455.82190,8445,107.281,10314321.09320,0
1733881500000,96061.60,96345.90,96061.50,96324.20,310.488,1733881679999,29873626.19170,8643,191.128,18385784.01210,0
1733881680000,96324.10,96388.40,96267.00,96290.40,180.706,1733881859999,17407028.27660,6048,78.126,7525729.79860,0
1733881860000,96290.40,96340.00,96023.50,96048.40,217.631,1733882039999,20927786.78510,7082,87.792,8442466.86280,0
1733882040000,96048.40,96113.50,95720.00,95726.00,1069.150,1733882219999,102513333.51730,16446,487.675,46770286.36770,0
1733882220000,95725.90,95792.60,95650.00,95755.50,550.441,1733882399999,52690340.44860,11188,271.078,25949978.72210,0
1733882400000,95755.50,95883.30,95736.30,95772.10,506.803,1733882579999,48555117.97450,10743,301.838,28916681.78990,0
1733882580000,95772.10,95975.00,95680.40,95852.10,382.622,1733882759999,36662182.60670,10436,205.980,19737936.85590,0
1733882760000,95852.10,96113.70,95836.80,96113.60,425.445,1733882939999,40845076.80490,9865,277.862,26678505.00570,0
1733882940000,96113.70,96200.00,95951.20,96028.60,347.726,1733883119999,33416070.75070,9061,163.873,15748638.23640,0
1733883120000,96028.70,96038.60,95919.50,95965.50,152.857,1733883299999,14671367.06290,5828,54.242,5206269.39840,0
1733883300000,95965.50,96124.80,95884.00,96115.20,278.593,1733883479999,26749071.03580,7651,164.833,15829184.48350,0
1733883480000,96115.20,96217.90,96052.90,96217.90,301.019,1733883659999,28941080.18500,7606,174.489,16777319.14140,0
1733883660000,96217.90,96221.30,96057.30,96138.30,380.049,1733883839999,36544400.01860,6228,148.034,14232776.74480,0
1733883840000,96138.20,96240.00,96106.50,96191.20,255.101,1733884019999,24534765.34690,4265,183.430,17640608.84390,0
1733884020000,96191.20,96323.00,96142.50,96313.50,399.492,1733884199999,38455078.01490,5754,216.921,20882320.49840,0
1733884200000,96313.60,96656.90,96257.00,96644.20,1004.787,1733884379999,96964973.15310,13153,777.505,75037343.11190,0
1733884380000,96644.10,96888.00,96619.10,96805.90,967.336,1733884559999,93625256.47970,16521,532.838,51565314.55480,0
1733884560000,96805.90,97068.80,96801.50,96904.10,855.082,1733884739999,82908496.94690,14743,498.421,48322014.05610,0
1733884740000,96904.00,97130.10,96903.00,97050.20,689.196,1733884919999,66894400.94150,11567,399.153,38742511.65910,0
1733884920000,97050.20,97403.40,97023.70,97342.50,1339.867,1733885099999,130289716.13070,20238,962.405,93600266.25770,0
1733885100000,97342.50,97477.00,97163.50,97440.00,1040.310,1733885279999,101243301.35210,16490,535.447,52124100.74290,0
1733885280000,97440.00,97449.70,97180.10,97187.80,603.158,1733885459999,58693224.64780,10612,141.102,13731033.81160,0
1733885460000,97187.80,97268.00,97076.90,97199.80,530.925,1733885639999,51582736.55030,10167,241.789,23493512.16050,0
1733885640000,97199.80,97221.10,97100.00,97121.50,435.872,1733885819999,42335136.53270,8647,118.724,11531199.82410,0
1733885820000,97122.00,97236.60,97115.00,97222.80,276.009,1733885999999,26824917.05730,6852,170.271,16548972.94150,0
1733886000000,97221.30,97437.60,97200.00,97422.80,659.522,1733886179999,64167768.33080,11311,452.445,44023632.36730,0
1733886180000,97422.90,97562.50,97300.00,97527.90,1318.776,1733886359999,128526269.57780,15804,645.730,62933446.14440,0
1733886360000,97527.80,97643.00,97496.90,97519.80,488.719,1733886539999,47685538.40770,11545,281.659,27481641.28210,0
1733886540000,97519.80,97552.30,97271.20,97323.40,574.376,1733886719999,55964446.02160,10670,115.240,11228158.65160,0
1733886720000,97323.30,97328.20,97177.40,97313.50,618.295,1733886899999,60118148.63160,10399,178.168,17325008.73250,0
1733886900000,97313.50,97408.10,97257.50,97379.00,349.562,1733887079999,34031864.26590,7986,146.952,14304867.08030,0
1733887080000,97379.00,97495.00,97319.60,97319.60,459.823,1733887259999,44800324.53930,8291,251.271,24482556.37740,0
1733887260000,97319.60,97346.30,97219.40,97283.20,329.214,1733887439999,32025041.70300,6823,117.452,11424834.37730,0
1733887440000,97283.30,97300.00,97211.10,97219.60,250.459,1733887619999,24358633.26990,6368,90.888,8838231.88250,0
1733887620000,97219.60,97371.20,97219.60,97317.80,334.217,1733887799999,32530341.40660,6335,160.973,15666239.20490,0
1733887800000,97317.80,97361.00,97131.10,97140.70,314.567,1733887979999,30589672.30270,7867,107.538,10459560.75670,0
1733887980000,97140.80,97407.10,97140.70,97366.40,230.990,1733888159999,22468353.39490,7158,156.051,15179559.39460,0
1733888160000,97366.30,97406.10,97333.00,97333.10,212.035,1733888339999,20647876.78200,5397,106.016,10323428.56700,0
1733888340000,97333.00,97399.90,97333.00,97380.70,222.967,1733888519999,21713383.47910,5715,120.989,11781678.84110,0
1733888520000,97380.60,97509.80,97274.60,97491.50,293.032,1733888699999,28543382.49250,7893,172.991,16852090.02010,0
1733888700000,97491.50,97545.60,97343.10,97361.90,351.577,1733888879999,34267015.99130,8031,213.708,20830546.92990,0
1733888880000,97361.90,97476.30,97352.60,97436.30,156.748,1733889059999,15269739.86940,5160,68.649,6686822.65920,0
1733889060000,97436.40,97446.00,97372.30,97430.10,136.839,1733889239999,13330350.19560,4707,54.327,5292056.44710,0
1733889240000,97430.10,97518.10,97420.70,97454.80,334.044,1733889419999,32560139.66520,6489,100.360,9782020.40930,0
1733889420000,97454.80,97479.90,97344.10,97406.80,168.010,1733889599999,16361718.06250,4264,73.456,7153059.79400,0
1733889600000,97406.90,97527.90,97342.80,97527.80,332.821,1733889779999,32424639.80220,6723,153.384,14946953.25240,0
1733889780000,97527.90,97544.90,97413.20,97454.30,223.771,1733889959999,21811895.70130,5979,108.628,10589602.57160,0
1733889960000,97454.30,97530.90,97299.60,97313.40,182.654,1733890139999,17793946.11610,5573,69.236,6747174.00150,0
1733890140000,97313.40,97328.90,97187.60,97250.40,345.865,1733890319999,33632580.46970,7232,125.023,12157359.20070,0
1733890320000,97250.40,97285.00,97212.50,97264.50,130.913,1733890499999,12730393.65150,4288,67.632,6576597.92710,0
1733890500000,97264.50,97300.00,97206.60,97235.50,146.303,1733890679999,14228233.23470,4646,80.628,7841324.10170,0
1733890680000,97235.50,97407.60,97234.80,97350.70,163.731,1733890859999,15937980.58630,5029,101.266,9857781.82230,0
1733890860000,97350.70,97428.50,97350.70,97406.00,167.880,1733891039999,16352637.64500,4159,76.849,7485322.28610,0
1733891040000,97406.10,97406.10,97282.40,97319.90,177.650,1733891219999,17290793.61600,4708,54.224,5278317.05150,0
1733891220000,97320.00,97336.50,97262.50,97322.10,85.511,1733891399999,8319643.22150,3661,37.163,3615504.88630,0
1733891400000,97322.00,97338.80,97250.00,97308.70,128.339,1733891579999,12485951.07730,4005,36.023,3504890.67700,0
1733891580000,97308.60,97424.20,97308.60,97341.90,111.935,1733891759999,10899366.70680,4729,50.863,4952736.85990,0
1733891760000,97341.90,97420.00,97270.50,97406.00,132.118,1733891939999,12863111.69440,4469,74.621,7265782.67120,0
1733891940000,97406.00,97429.10,97333.00,97406.10,101.631,1733892119999,9898258.69360,3689,49.663,4836652.65090,0
1733892120000,97406.00,97412.70,97289.20,97289.30,104.639,1733892299999,10187975.77930,3306,47.084,4584321.74760,0
1733892300000,97289.20,97300.00,97185.70,97212.10,187.761,1733892479999,18256305.63230,5056,63.669,6190436.79430,0
1733892480000,97212.10,97570.20,97212.00,97484.00,789.620,1733892659999,76940955.37210,10663,631.667,61540589.01590,0
1733892660000,97484.00,97600.00,97479.10,97502.80,311.692,1733892839999,30401264.28760,7368,205.626,20056278.46940,0
1733892840000,97502.90,97623.20,97500.00,97559.00,268.133,1733893019999,26164339.18230,5844,178.961,17462499.19430,0
1733893020000,97559.00,97586.50,97528.90,97550.70,125.824,1733893199999,12274960.94450,3585,46.441,4530598.69480,0
1733893200000,97550.70,97614.10,97508.00,97547.40,208.717,1733893379999,20364045.28930,4875,113.550,11078743.93780,0
1733893380000,97547.30,97755.10,97458.10,97492.50,644.183,1733893559999,62886166.53800,10406,329.585,32182165.53180,0
1733893560000,97492.60,97509.10,97399.50,97413.90,231.109,1733893739999,22517438.11490,5199,55.858,5442726.10470,0
1733893740000,97413.90,97436.90,97330.00,97330.00,158.887,1733893919999,15472542.61490,4323,54.552,5312417.56720,0
1733893920000,97330.10,97406.00,97311.80,97405.90,154.021,1733894099999,14994564.42840,3682,100.338,9768402.06720,0
1733894100000,97406.00,97425.50,97377.40,97377.40,89.886,1733894279999,8755047.22670,2629,33.984,3310007.69240,0
1733894280000,97376.80,97500.00,97362.70,97500.00,124.855,1733894459999,12163966.80690,3321,91.416,8907198.74750,0
1733894460000,97500.00,97529.90,97465.50,97529.70,98.347,1733894639999,9589124.22780,3272,39.670,3867933.88210,0
1733894640000,97529.70,97540.00,97433.90,97433.90,105.627,1733894819999,10296545.05570,3206,46.157,4499141.95620,0
1733894820000,97434.00,97464.50,97343.10,97398.40,120.477,1733894999999,11735200.24900,3858,58.731,5720869.46810,0
1733895000000,97398.60,97426.60,97318.40,97349.80,174.184,1733895179999,16958527.50190,3848,42.819,4169035.99090,0
1733895180000,97349.90,97396.10,97306.10,97396.10,111.612,1733895359999,10865273.93540,3562,49.491,4817939.54720,0
1733895360000,97396.00,97400.00,97325.30,97371.80,97.061,1733895539999,9450838.03490,3530,41.323,4023419.49810,0
1733895540000,97371.80,97416.20,97345.60,97391.40,117.424,1733895719999,11434914.54780,3672,54.613,5318051.93360,0
1733895720000,97391.50,97595.90,97391.50,97569.10,214.577,1733895899999,20923618.33160,5099,148.827,14511576.31850,0
1733895900000,97569.00,97597.60,97461.80,97469.00,207.234,1733896079999,20210962.60200,4486,62.955,6139227.80990,0
1733896080000,97469.10,97484.00,97423.10,97460.70,99.476,1733896259999,9694621.95100,3243,47.825,4660790.95360,0
1733896260000,97460.80,97534.50,97445.00,97449.70,107.650,1733896439999,10494795.25720,3487,49.691,4844067.27020,0
1733896440000,97449.70,97547.20,97434.30,97545.10,61.692,1733896619999,6015197.69990,2163,35.705,3481113.11300,0
1733896620000,97545.10,97545.20,97490.20,97507.50,54.568,1733896799999,5320813.42110,2266,23.426,2284143.01570,0
1733896800000,97507.60,97519.00,97403.90,97479.00,140.980,1733896979999,13739567.74300,3736,61.474,5990645.25080,0
1733896980000,97479.00,97556.20,97478.90,97536.20,89.987,1733897159999,8775961.78180,3074,49.866,4863167.56280,0
1733897160000,97536.20,97636.90,97536.10,97605.10,265.550,1733897339999,25919543.99580,6087,158.142,15435251.26560,0
1733897340000,97605.10,97670.00,97605.10,97622.40,214.075,1733897519999,20903160.51220,5218,116.121,11338787.85150,0
1733897520000,97622.40,97734.60,97622.40,97712.30,311.336,1733897699999,30414016.61750,5455,188.877,18449851.70160,0
1733897700000,97712.40,97734.60,97589.90,97601.20,312.864,1733897879999,30548254.27110,5750,133.856,13069536.85010,0
1733897880000,97601.30,97637.90,97572.80,97605.90,214.664,1733898059999,20951592.85910,4108,66.459,6487004.25630,0
1733898060000,97605.80,97700.00,97560.90,97675.30,115.104,1733898239999,11239666.30070,3966,65.805,6425757.92340,0
1733898240000,97675.20,97675.30,97575.00,97591.10,92.863,1733898419999,9063861.79810,2832,31.771,3100716.61560,0
1733898420000,97591.20,97697.30,97573.50,97688.90,78.705,1733898599999,7685373.47900,3054,40.237,3929088.23530,0
1733898600000,97688.90,97768.00,97646.10,97706.70,223.854,1733898779999,21874096.77150,5559,124.636,12179574.74800,0
1733898780000,97706.70,97708.80,97575.50,97610.80,189.836,1733898959999,18535811.73740,4452,34.849,3402092.62100,0
1733898960000,97610.70,97709.10,97605.90,97695.10,185.012,1733899139999,18069982.58830,3751,115.654,11295959.61430,0
1733899140000,97695.10,97697.20,97622.50,97654.70,81.781,1733899319999,7987521.98940,2432,27.806,2715759.13010,0
1733899320000,97654.70,97666.00,97623.90,97640.50,68.241,1733899499999,6663640.99900,2187,20.523,2003890.70830,0
1733899500000,97640.50,97640.50,97571.30,97621.90,88.593,1733899679999,8646594.59020,2883,25.062,2446069.06140,0
1733899680000,97622.00,97665.90,97621.90,97664.40,79.485,1733899859999,7761668.92630,2630,28.281,2761585.36430,0
1733899860000,97664.40,97704.00,97664.40,97704.00,70.737,1733900039999,6910691.29180,1979,36.396,3555677.90150,0
1733900040000,97704.00,97704.00,97677.80,97685.50,103.514,1733900219999,10112583.31860,2226,35.847,3501872.10720,0
1733900220000,97685.50,97693.80,97651.40,97693.80,86.990,1733900399999,8496908.50320,2164,46.707,4562126.49520,0
1733900400000,97693.80,97756.70,97693.80,97755.60,130.182,1733900579999,12723225.02430,2989,69.475,6789940.18070,0
1733900580000,97755.50,97800.00,97750.00,97774.00,294.201,1733900759999,28767370.74950,4971,227.727,22267839.25310,0
1733900760000,97774.00,97777.00,97672.80,97728.00,192.223,1733900939999,18787231.39810,4249,54.286,5305404.64540,0
1733900940000,97728.10,97728.10,97511.10,97612.00,311.898,1733901119999,30437760.28560,6306,93.494,9123496.09060,0
1733901120000,97611.90,97614.70,97529.00,97605.80,153.580,1733901299999,14984095.78330,3809,59.096,5766041.98110,0
1733901300000,97605.90,97612.40,97524.00,97560.20,201.541,1733901479999,19664049.61180,4424,67.901,6625068.71660,0
1733901480000,97560.10,97572.70,97505.70,97572.60,153.896,1733901659999,15010180.01020,3614,69.505,6779113.38000,0
1733901660000,97572.70,97637.90,97572.00,97572.10,122.148,1733901839999,11921804.38150,3317,58.115,5671986.16130,0
1733901840000,97572.10,97596.10,97548.60,97584.00,91.007,1733902019999,8879433.18470,2632,55.547,5419664.06830,0
1733902020000,97584.00,97600.00,97562.00,97586.30,70.003,1733902199999,6831203.19880,1994,32.695,3190412.91880,0
1733902200000,97586.30,97648.00,97582.80,97620.10,102.597,1733902379999,10015282.38320,2859,48.344,4718932.79350,0
1733902380000,97620.00,97648.00,97576.80,97600.90,82.068,1733902559999,8010412.88660,2612,43.601,4255735.63050,0
1733902560000,97600.90,97601.00,97392.80,97515.10,317.315,1733902739999,30931939.27520,6658,97.403,9495235.21340,0
1733902740000,97515.10,97525.00,97406.80,97445.00,168.793,1733902919999,16451181.42540,4117,65.114,6345849.43270,0
1733902920000,97445.00,97454.50,97355.90,97425.30,302.298,1733903099999,29447002.86290,6545,127.221,12392707.84950,0
1733903100000,97425.30,97425.40,97337.40,97338.20,221.220,1733903279999,21540439.10990,4671,99.966,9733779.13250,0
1733903280000,97338.30,97360.90,97238.50,97266.40,560.023,1733903459999,54491545.21230,9704,234.159,22785651.18710,0
1733903460000,97266.50,97329.80,97253.70,97296.60,207.294,1733903639999,20166958.16660,4937,111.860,10881845.33470,0
1733903640000,97296.60,97437.40,97296.50,97371.30,200.811,1733903819999,19556158.84850,4779,123.432,12019357.37040,0
1733903820000,97371.30,97381.00,97334.00,97337.90,109.742,1733903999999,10683690.36070,2810,48.988,4768941.60830,0
1733904000000,97337.90,97520.70,97310.60,97468.40,397.962,1733904179999,38773956.99380,8688,253.731,24722787.47920,0
1733904180000,97468.50,97632.70,97468.30,97627.80,289.551,1733904359999,28251747.53510,6167,194.344,18962211.16490,0
